protein	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P00924	913930407.7811157	1007305587.6511004	1094347002.922952	868379169.5037763	946755583.3456784	1006992591.5233816	952014243.378087	904115983.5907812	918600849.4500618	438394834.3762511	463891532.7235071	379687479.21945417	526203461.2657663	432351854.5604392	407598739.1892936	477137877.890585	466959556.73256207	440249186.8763399	P00924	P00924		ENO1	0	5.648184643534304e-11	1.094756846336313	True	0.00423673147661587	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P33401	31530301.48179165	35720754.4034677	36854328.60672903	35912413.616234794	31847862.67706445	33794742.57788254	34351079.75157511	30895159.48960641	32757118.28185343	17130642.62399492	19336384.028730582	18560136.48523381	21205831.76204349	17617981.35529133	17216298.641072888	17349039.443994146	17956458.526014965	17431617.556371663	P33401	P33401		PGM1	0	5.6486821379945637e-11	0.8905007222987349	True	0.004243300052548608	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P49090	128362707.10652152	131835885.82938612	130307378.3775037	113466343.2404443	122552111.51934952	118820702.9750968	120600959.02013686	126630695.08738774	125227221.26980698	68660472.46280241	65775885.75073141	75968601.26084633	47482677.774502665	53565514.50437311	55982784.41222473	56772561.91840374	59340455.14553957	51891107.99911643	P49090	P49090		ASN2	0	5.6759153293258806e-11	1.061870258935928	True	0.0042498686284813455	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P53303	27346643.177539743	26983164.13419071	30997265.051726285	23879241.536560323	24535979.92340917	27422857.745109417	27415301.93986612	25544774.03838373	27532925.38373378	12723575.461184284	14288098.8431273	12848934.723441789	8838958.687187891	12543493.01055112	13017186.40729204	13357104.759109354	11621359.87869241	14484331.913125224	P53303	P53303		ZPR1	0	5.7243856088262146e-11	1.0874430515054676	True	0.004256437204414083	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P22803	307875345.20676285	325326265.0060516	367261151.4664844	300051561.3869283	286431030.8948297	327659010.05594885	333753921.6281063	309873134.06920594	323472174.494837	153384971.88060546	151570894.23660102	175521394.4575465	122849065.97102895	147005916.8035106	168929893.8603591	170207880.1767301	159540875.18551737	161527269.7031045	P22803	P22803		TRX2	0	5.806618753492402e-11	1.0306762519216939	True	0.004263005780346821	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P32521	48370203.87654916	46094144.46066894	52676240.37647365	41730927.27182695	43401153.9729979	48596855.6410958	46768633.14488412	45710310.23822379	48420025.83539859	22432770.624883156	22946839.363354158	24553830.94420225	18202092.05922713	23979353.70963457	24213348.155857265	23203889.87300961	23458274.591100868	23586331.01236108	P32521	P32521		PAN1	0	5.881284679215688e-11	1.0297735808441868	True	0.004269574356279559	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P24783	20868148.774617814	21184128.92770635	22371856.12707297	23769327.74764536	21059660.770029187	20857139.86268509	21485904.204695314	21462317.4241191	21019384.01121329	11456660.316173082	11148419.675252613	11474028.000610638	11789177.873041129	12314829.68463889	11674004.319662148	11417207.712355996	11578959.565197725	11565750.074537748	P24783	P24783		DBP2	0	5.916855394975666e-11	0.8942508444025652	True	0.004276142932212297	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P40510	11901542.85552916	11887747.271751843	12896803.265298896	10158167.750660667	10613022.521698764	12455057.109296534	11537515.031510102	11268970.103193158	11560565.702956673	5475912.830007821	6158812.291310671	5850077.730048525	3372749.2543442543	5558883.774630951	5389279.360773933	6144574.547765667	5795080.886906572	5801873.07912981	P40510	P40510		SER33	0	5.94413427898777e-11	1.0735773614075756	True	0.0042827115081450345	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P31142	1907403.1948817077	2392825.615023931	37905.79060226376	3559232.68363561	1576265.962211227	984622.0246781365	1735946.0712613491	2056506.187878748	1706493.2187708712	8948597.292761909	8584483.45709009	6341632.391202759	8892331.686254498	8677562.344858268	8811569.07495392	7690648.664448592	8788750.553964302	8958641.4571263	P31142	P31142		sseA	1	5.959926082355795e-11	-2.2459754890990977	True	0.004289280084077772	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P23869	1453022.877844344	1380877.0833467022	1088034.5342660411	1510105.335678279	1249411.7817860064	1729164.449037198	2096279.8597766047	1883452.7447350156	1461238.001715452	7167827.764005875	6224933.044655656	6182979.090878935	5865090.494490033	7066693.649175511	7070168.7488852525	5561757.459060578	7204682.290637171	6631118.772938442	P23869	P23869		ppiB	0	6.052847536958873e-11	-2.0900584180982746	True	0.00429584866001051	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P14120	185841060.45668104	210196230.01929608	216857614.01036933	180488348.3349116	195915075.82807383	211770399.797863	196321968.2123995	179199914.31401682	197187712.4059493	105580153.82858464	101031389.64510916	109088071.16543016	106067009.24097556	82328662.3186779	100402029.43154952	102053989.1880118	89921990.52112316	91711323.50346556	P14120	P14120		RPL30	0	6.074893383914216e-11	0.997894228439588	True	0.004302417235943248	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P47160	26334151.089907613	23731804.623250883	21822560.42184469	21605179.51784604	22133725.673527718	21827388.1759759	24042769.745437942	24489858.41031274	22550129.261993688	13962218.96019381	12084204.971127752	10476148.396512084	12484428.593633192	11817639.33981907	11021414.34437976	11702495.1031402	11078575.37352626	11121898.723075029	P47160	P47160		ENT3	0	6.099361055285719e-11	0.9796629552845154	True	0.004308985811875986	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P08312	11394671.410277233	13718205.405103212	17118120.645813935	11959793.700632855	13214408.864460772	15922870.35656096	13643243.909645043	14706483.04722828	17959428.121273052	59048330.3760217	55928386.71482949	47103907.53367601	58336967.41929742	62649828.59624416	51608721.56995425	58912118.56765475	61532220.617588446	56480329.77167782	P08312	P08312		pheS	0	6.105716809897341e-11	-1.9805385026217943	True	0.004315554387808724	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P22141	46153701.02290612	43731067.09423989	40355020.42500663	38164441.05740349	40647755.72112048	39253757.484566405	42454366.741407774	42426530.176041685	40901457.405925766	21871820.25443836	22517663.27754444	18817832.484603077	21189351.23627499	21798046.38378716	20246526.630799733	21635126.162971005	22586759.98909688	21467616.795122787	P22141	P22141		PRE1	0	6.305940213229092e-11	0.9612896765029089	True	0.004322122963741461	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P54838	179601216.970418	186219429.0152969	185541096.533764	157257520.62476295	175384959.43652323	179094310.74914908	174510244.42263225	185128317.13103285	174835229.68088818	90172091.49137735	93273919.29787676	89083509.9016098	81873880.44193482	89289324.70200658	89923883.39959593	90696004.70694567	93236876.30614802	89620326.04424262	P54838	P54838		DAK1	0	6.422068780389854e-11	0.9849371139695509	True	0.004328691539674199	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P23883	2347578.430450017	2200234.388288156	2175113.6518103383	39742.850669444895	1957022.5576398743	2428221.87800972	36749.163050810464	2021567.5239666067	2041655.81929952	8009230.663161322	8707201.144813707	6570241.580300496	9202700.850661036	8134540.540615977	8236093.203115556	8006067.479750517	8675953.197616486	8032314.574071254	P23883	P23883		puuC	2	6.449481580867668e-11	-2.270593495846883	True	0.004335260115606936	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P53297	17748473.27078639	15832450.870014695	18258301.427751034	15247283.794397157	15822006.956244688	17249770.71549983	15449462.42989263	15448990.153979693	17412610.00727994	8131163.98685011	7618609.685412211	7193470.828426967	6115717.595662909	7652826.275363956	7666628.996192219	7888009.65194529	7248167.204180629	8238250.551570468	P53297	P53297		PBP1	0	6.500886869693915e-11	1.1318117002128907	True	0.004341828691539675	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P37262	14587627.796705278	14747992.242777608	15724795.900484288	12612626.35268826	14449471.957516106	13552423.248031318	13522221.18473853	14957685.540474923	14136547.427191032	7002735.907169303	7523265.449546363	6210988.813848866	7325227.423090433	6673598.20364795	6811799.511656116	6499718.643294369	6130780.44195745	6882922.178315766	P37262	P37262		SOL2	0	6.539446193603048e-11	1.071100382806633	True	0.004348397267472412	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P04982	322168.40439752635	399545.44642026775	37905.79060226376	39742.850669444895	33055.67106042204	208763.2892927492	36749.163050810464	94315.8660625246	269523.5739875113	1241870.18201336	1799437.3943192395	1480150.63357941	1357779.8724308282	1364298.5935572474	1639651.618250216	1446651.5217445826	1659926.1914428852	1786336.2030181717	P04982	P04982		rbsD	4	6.575159536382207e-11	-3.256254755755088	True	0.004354965843405149	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
P43587	1293695.9379785652	1579003.000000002	2039473.3420421148	1402794.762864732	1535669.816089271	1554007.4400294428	1597154.9354432786	1383736.7130207145	1547230.9590061654	31523.317741294377	26473.040580752662	28121.939113202083	15193.890429934529	25953.589256164432	21446.15274642274	9117.112079241671	455851.3009385438	27084.505733737617	P43587	P43587		YPI1	8	6.597878884051085e-11	4.44254297492622	True	0.004361534419337888	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P32263	105291388.1627754	98170697.90128338	106424713.0503599	104319282.6039825	95618040.79333512	89242473.29096276	95436572.82134756	97942752.37541214	97984118.9625582	52616662.893551454	46891556.73715242	44832372.70133158	50640562.45881439	48919713.541188575	46644222.427451216	49096512.42309729	48372462.295888506	47329629.08168094	P32263	P32263		PRO3	0	6.781407975089015e-11	1.0323474371753383	True	0.004368102995270625	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P35180	37974374.41756243	37928120.61168092	40925069.74537252	32153795.59053732	37398793.21141376	39361938.02428796	38981534.24075239	35343977.421469934	38233239.815367	19214060.80855991	19084842.88109213	21678767.02456398	17514227.493431695	16532808.855534868	19442144.031304296	20489521.877912994	18351973.836138587	18415377.28699958	P35180	P35180		TOM20	0	6.79557141042281e-11	0.9866432205107841	True	0.004374671571203363	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P38882	8917430.893695973	7278704.124969572	6987899.635117468	7859102.666520933	7254634.251871231	7261264.510879162	7941702.486379753	8356485.778109954	7981643.756881096	4345967.943257997	3035398.1720432243	3601907.898727995	3353867.242757963	4040732.239136344	3544102.578221696	3816968.455624648	2719170.621482994	3357659.1566648018	P38882	P38882		UTP9	0	6.858021864048132e-11	1.1342879438238278	True	0.004381240147136101	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
Q08971	73439925.5890768	81494700.52927595	86747138.16211396	71210309.62208842	73659270.91086869	81418151.82239337	74733777.3357299	81446701.29118855	76271021.22363248	39485134.50894641	40053748.65660521	41587724.676989496	39377016.690629534	33891879.66665396	33637716.24930987	36951497.87996358	37150910.240980975	36305458.51221876	Q08971	Q08971		YPL225W	0	6.881053750859425e-11	1.0493176083260258	True	0.004387808723068838	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
Q05016	84037102.02616407	88931587.34832647	85439646.93233976	77372027.56345469	84067993.58760081	82875604.97555158	85457040.37906183	88616374.13229565	84078945.29640809	43144241.08623381	44549527.86979302	44190671.83900405	44452812.55622262	44577686.45275917	42926850.224508144	42233177.61354984	43864956.82933738	44167119.89339656	Q05016	Q05016		YMR226C	0	6.972432232874137e-11	0.9490744310154333	True	0.004394377299001577	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P24279	6021407.250571919	5392329.136884904	5151859.656398091	5072603.093275016	5240101.169784257	5169425.017602778	5193143.100870557	5440681.178279567	4655613.537707723	3040968.5072411275	2710299.0731417737	1883503.2861535607	2615662.6784442626	3180202.560911453	2804373.0832710653	2613348.969654183	2481538.6252420982	2504012.9108454534	P24279	P24279		MCM3	0	7.02787652667502e-11	0.9899576202570958	True	0.004400945874934314	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
